WARD,votes_jason_fields,votes_aycha_sawa,votes_alex_brower,votes_write_in,percent_jason_fields,percent_aycha_sawa,percent_alex_brower,percent_write_in
282,22,10,7,1,0.55,0.25,0.175,0.025
283,45,37,28,0,0.4090909090909091,0.33636363636363636,0.2545454545454545,0
284,33,23,43,3,0.3235294117647059,0.22549019607843138,0.4215686274509804,0.029411764705882353
285,7,8,8,0,0.30434782608695654,0.34782608695652173,0.34782608695652173,0
286,34,24,32,0,0.37777777777777777,0.26666666666666666,0.35555555555555557,0
287,30,54,22,2,0.2777777777777778,0.5,0.2037037037037037,0.018518518518518517
288,67,76,71,3,0.3087557603686636,0.35023041474654376,0.3271889400921659,0.013824884792626729
289,51,41,49,2,0.35664335664335667,0.2867132867132867,0.34265734265734266,0.013986013986013986
290,25,27,16,0,0.36764705882352944,0.39705882352941174,0.23529411764705882,0
291,24,33,31,1,0.2696629213483146,0.3707865168539326,0.34831460674157305,0.011235955056179775
292,61,50,50,0,0.37888198757763975,0.3105590062111801,0.3105590062111801,0
293,72,85,80,0,0.3037974683544304,0.35864978902953587,0.33755274261603374,0
294,67,75,65,1,0.32211538461538464,0.3605769230769231,0.3125,0.004807692307692308
295,60,105,69,6,0.25,0.4375,0.2875,0.025
296,107,123,94,5,0.3252279635258359,0.3738601823708207,0.2857142857142857,0.015197568389057751
297,103,140,100,1,0.29941860465116277,0.4069767441860465,0.29069767441860467,0.0029069767441860465
298,81,96,80,1,0.313953488372093,0.37209302325581395,0.31007751937984496,0.003875968992248062
299,101,116,86,1,0.33223684210526316,0.3815789473684211,0.28289473684210525,0.003289473684210526
300,142,237,148,5,0.2669172932330827,0.44548872180451127,0.2781954887218045,0.009398496240601503
301,108,152,125,2,0.27906976744186046,0.39276485788113696,0.32299741602067183,0.00516795865633075
302,81,84,65,2,0.34913793103448276,0.3620689655172414,0.2801724137931034,0.008620689655172414
303,131,148,109,1,0.33676092544987146,0.38046272493573263,0.2802056555269923,0.002570694087403599
304,71,62,75,2,0.3380952380952381,0.29523809523809524,0.35714285714285715,0.009523809523809525
305,83,60,68,1,0.3915094339622642,0.2830188679245283,0.32075471698113206,0.0047169811320754715
306,84,67,49,0,0.42,0.335,0.245,0
307,66,53,58,1,0.3707865168539326,0.29775280898876405,0.3258426966292135,0.0056179775280898875
308,35,41,25,3,0.33653846153846156,0.3942307692307692,0.2403846153846154,0.028846153846153848
309,81,124,49,2,0.31640625,0.484375,0.19140625,0.0078125
310,18,13,13,0,0.4090909090909091,0.29545454545454547,0.29545454545454547,0
311,48,53,36,1,0.34782608695652173,0.38405797101449274,0.2608695652173913,0.007246376811594203
312,64,116,72,1,0.25296442687747034,0.45849802371541504,0.2845849802371542,0.003952569169960474
313,130,124,144,2,0.325,0.31,0.36,0.005
314,42,81,40,1,0.25609756097560976,0.49390243902439024,0.24390243902439024,0.006097560975609756
315,88,89,104,2,0.31095406360424027,0.31448763250883394,0.3674911660777385,0.007067137809187279
316,67,46,64,0,0.3785310734463277,0.2598870056497175,0.3615819209039548,0
317,84,95,63,5,0.340080971659919,0.38461538461538464,0.2550607287449393,0.020242914979757085
318,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
320,1,1,3,0,0.2,0.2,0.6,0
321,9,6,10,0,0.36,0.24,0.4,0
322,6,6,7,0,0.3157894736842105,0.3157894736842105,0.3684210526315789,0
323,10,4,13,0,0.37037037037037035,0.14814814814814814,0.48148148148148145,0
324,1,6,3,0,0.1,0.6,0.3,0
325,19,38,42,1,0.19,0.38,0.42,0.01
326,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0
